metric,mean,std
Q_main,0.704508678719205,0.03445996255463131
S_det,0.6789684421263369,0.048148113271257065
S_asst,0.764102564102564,0.0177646236673731
G_f_beta,0.5666785553882328,0.0
train_time_seconds,0.0,0.0
peak_infer_vram_mb,3069.2732747395835,4.6915347557879645
