metric,mean,std
Q_main,0.26303534303534304,0.0046153846153846045
S_det,0.2702702702702703,0.0
S_asst,0.24615384615384617,0.015384615384615385
train_time_seconds,87.85677220899863,1.0400459541942242
peak_train_vram_mb,4724.7392578125,0.0
peak_infer_vram_mb,3066.56494140625,9.382505692953675
