metric,mean,std
Q_main,0.06,0.0
S_det,0.0,0.0
S_asst,0.2,0.0
train_time_seconds,3.2681314359942917,0.0
peak_train_vram_mb,6315.30419921875,0.0
peak_infer_vram_mb,3071.98193359375,0.0
