system,class,retrieval,q_main,q_main_std,s_det,s_det_std,s_asst,s_asst_std,g,g_std,ttft_median_ms,ttft_median_std,ttft_p95_ms,ttft_p95_std,latency_median_ms,latency_median_std,latency_p95_ms,latency_p95_std,peak_infer_vram_mb,peak_infer_vram_std,peak_train_vram_mb,peak_train_vram_std,offline_cost_seconds,offline_cost_std,malformed_rate,malformed_rate_std
S1,Headline,True,0.6424844074844075,0.0,0.6013513513513513,0.0,0.7384615384615385,0.0,0.5666785553882328,0.0,334.8470900000393,0.0,749.7689129995706,0.0,479.2931669999234,0.0,2088.996977003262,0.0,5200.49365234375,0.0,,,0.0,0.0,0.02,0.0
S2+R,Headline,True,0.6689408031513294,0.013713353555858277,0.6479374110953058,0.015026033074908308,0.717948717948718,0.0177646236673731,0.5666785553882328,0.0,318.5065691674633,0.21874778394839042,916.6299146672827,37.12997184774427,491.97646650160704,1.9640851731991344,1966.2499673334726,84.3569104648295,3069.2732747395835,4.6915347557879645,6827.89990234375,0.0,1205.5398530046684,29.67310911767775,0.0,0.0
S3+R,Headline,True,0.6670616770616771,0.022922686360498292,0.5990990990990991,0.015604061329449378,0.8256410256410257,0.06217618283580586,0.5666785553882328,0.0,315.8222865010127,0.8009845130773827,868.9403686633644,18.059126220441723,525.2556846668691,17.578656623273623,2868.8866736677787,60.65620370990586,3069.2732747395835,4.6915347557879645,6327.72265625,0.0,581.4329703306672,0.723282606044831,0.0,0.0
S7,Post-hoc,True,0.704508678719205,0.03445996255463131,0.6789684421263369,0.048148113271257065,0.764102564102564,0.0177646236673731,0.5666785553882328,0.0,334.5421018332975,1.1669934586566046,1089.3615316669336,51.75367633678411,527.2143401668169,18.984293574669024,1948.942454333216,150.9116190398506,3069.2732747395835,4.6915347557879645,,,0.0,0.0,0.0,0.0
S2,Control,False,0.26303534303534304,0.0046153846153846045,0.2702702702702703,0.0,0.24615384615384617,0.015384615384615385,,,50.83096433251436,0.25827629446951467,503.79221666419954,161.86445195716365,257.14481683219975,33.651301216487084,1223.4982729981614,70.08310691962438,3066.56494140625,9.382505692953675,4724.7392578125,0.0,87.85677220899863,1.0400459541942242,0.0,0.0
S3,Control,False,0.18536382536382537,0.0026646935501059587,0.13513513513513514,0.0,0.3025641025641026,0.00888231183368655,,,57.81924733067475,0.38325397375808484,99.77381199860247,5.893140230367259,195.1967743334535,1.8435363111531184,2349.4999733326645,27.185385560037624,3077.3986002604165,4.69097093716571,6327.72265625,0.0,581.4329703306672,0.723282606044831,0.2,0.0
